uhq_id,uhq_title,uhq_link,title,title_link,author,author_link,type,year,publisher,publisher_tag,metadata,citation_num,citation_link,sample_text
G0090,The Greeks of Carbon County,"https://scholar.google.com/scholar?cites=9001304091033937419&as_sdt=5,45&sciodt=0,45&hl=en", ... THE COMPANY TOWN: A Passing Phase of Utah's Industrial Development,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/34/2/138/204931,JB Allen,,ARTICLE,1966,Utah Historical Quarterly,scholarlypublishingcollective.org,"JB Allen - Utah Historical Quarterly, 1966 - scholarlypublishingcollective.org",5,"https://scholar.google.com/scholar?cites=16367188399796686739&as_sdt=5,45&sciodt=0,45&hl=en","By James B. Allen up a tent colony off company property, but the tents provided only mini-mal protection. It was impossible for him to move in with friends who might own their own …"
G0090,The Greeks of Carbon County,"https://scholar.google.com/scholar?cites=9001304091033937419&as_sdt=5,45&sciodt=0,45&hl=en", Modern Greek and American English in contact: a socio-linguistic investigation of Greek-American bilingualism in Chicago,https://search.proquest.com/openview/88f0e63616d7c144b343cf75c6ab6eef/1?pq-origsite=gscholar&cbl=18750&diss=y,PD Seaman,,THESIS/DISSERTATION,1965,Indiana University,search.proquest.com,PD Seaman - 1965 - search.proquest.com,3,"https://scholar.google.com/scholar?cites=2643088008969641313&as_sdt=5,45&sciodt=0,45&hl=en",Conclusions........................................ 126 II. THE MODERN GREEK-AMERICAN ENGLISH CONTACT ON THE PHONOLOGICAL LEVEL OF GREEK................... 130 …
G0090,The Greeks of Carbon County,"https://scholar.google.com/scholar?cites=9001304091033937419&as_sdt=5,45&sciodt=0,45&hl=en", Community and Ethnicity: Hispanic Women in Utah's Carbon County,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/78/1/58/203216,A Solórzano,,ARTICLE,2010,Utah Historical Quarterly,scholarlypublishingcollective.org,"A Solórzano, LM Ralph… - Utah Historical …, 2010 - scholarlypublishingcollective.org",1,"https://scholar.google.com/scholar?cites=13490279939538678639&as_sdt=5,45&sciodt=0,45&hl=en",Dr. Armando Solorzano is associate professor in family and consumer studies/ethnic studies at the University of Utah. Lisa M. Ralph is a visiting instructor of sociology at Sweet Briar …
G0090,The Greeks of Carbon County,"https://scholar.google.com/scholar?cites=9001304091033937419&as_sdt=5,45&sciodt=0,45&hl=en"," The Dynamics of Multi-Ethnicity in Twentieth-Century Carbon County, Utah",https://scholarlypublishingcollective.org/uip/uhq/article-abstract/74/3/259/203439,D Stanley,,ARTICLE,2006,Utah Historical Quarterly,scholarlypublishingcollective.org,"D Stanley - Utah Historical Quarterly, 2006 - scholarlypublishingcollective.org",1,"https://scholar.google.com/scholar?cites=11256825259714382446&as_sdt=5,45&sciodt=0,45&hl=en","Carbon diverse, the tion county of County multicultural the Denver in is 1883, renowned and area the Rio in first in the Utah Grande coal state. 1 as mines perhaps Western Even at …"
G0090,The Greeks of Carbon County,"https://scholar.google.com/scholar?cites=9001304091033937419&as_sdt=5,45&sciodt=0,45&hl=en","PROTECTING THE LIFE AND LIMB OF OUR WORKMEN: WORK, DEATH, AND REGULATION IN THE ROCKY MOUNTAIN COAL MINING INDUSTRY (COLORADO …",https://search.proquest.com/openview/da641fcbc9f9e47ea817d68127707f09/1?pq-origsite=gscholar&cbl=18750&diss=y,JB Whiteside,,THESIS/DISSERTATION,1986,University of Colorado at Boulder,search.proquest.com,JB Whiteside - 1986 - search.proquest.com,No citation count,https://scholar.google.comNo citation count,"This is a study of work, death, and regulation in the coal mining industry in Colorado, New Mexico, Utah, and Wyoming. It shows not only that the mines were extremely dangerous, but …"
G0090,The Greeks of Carbon County,"https://scholar.google.com/scholar?cites=9001304091033937419&as_sdt=5,45&sciodt=0,45&hl=en",Life and Labor among the Immigrants of Bingham Canyon,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/87/4/284/202419,HZ Papanikolas,,ARTICLE,2019,Utah Historical Quarterly,scholarlypublishingcollective.org,"HZ Papanikolas - Utah Historical Quarterly, 2019 - scholarlypublishingcollective.org",No citation count,https://scholar.google.comNo citation count,". 4 at least a little more context: the list of newspaper headlines, for instance, or, much more importantly, the unremarked-upon descriptions of “Chinese and Negro 'water boys,'”“Nigger …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en",Scholarly Studies of Mormonism in the Twentieth Century,https://www.jstor.org/stable/pdf/45223725.pdf,LJ Arrington,,ARTICLE,1966,Dialogue: A Journal of Mormon Thought,JSTOR,"LJ Arrington - Dialogue: A Journal of Mormon Thought, 1966 - JSTOR",36,"https://scholar.google.com/scholar?cites=2254633340096540830&as_sdt=5,45&sciodt=0,45&hl=en","This article introduces a continuing series,"" An Assessment of Mormon culture,"" which will examine the history, present achievements, and potential of various aspects of Mormon life …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en"," EARLY MORMON HISTORIOGRAPHY: WRITING THE HISTORY OF THE MORMONS, 1830-1858.",https://search.proquest.com/openview/bff2cb08437bc4f184d8fc0b02ed76ac/1?pq-origsite=gscholar&cbl=18750&diss=y,HC Searle,,THESIS/DISSERTATION,1979,"University of California, Los Angeles",search.proquest.com,HC Searle - 1979 - search.proquest.com,18,"https://scholar.google.com/scholar?cites=9999623494375973952&as_sdt=5,45&sciodt=0,45&hl=en","Reproduced with permission of the copyright owner. Further reproduction prohibited without 
permission. Page 1 Reproduced with permission of the copyright owner. Further reproduction …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en", Writing on the Mormon Past,https://scholarlypublishingcollective.org/uip/dial/article-pdf/1/3/46/1264248/45223818.pdf,RB Flanders,,ARTICLE,1966,Dialogue: A Journal of Mormon Thought,scholarlypublishingcollective.org,"RB Flanders - Dialogue: A Journal of Mormon …, 1966 - scholarlypublishingcollective.org",10,"https://scholar.google.com/scholar?cites=5088349608506817030&as_sdt=5,45&sciodt=0,45&hl=en","The Latter-day Saints are today a recognized and accepted part of the fabric of American life. The sharpness of Mormon-gentile conflict has long since faded, and acculturation and …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en","The Writing of Latter-day Saint History: Problems, Accomplishments and Admonitions",https://www.jstor.org/stable/pdf/45225006.pdf,LJ Arrington,,ARTICLE,1981,Dialogue: A Journal of Mormon Thought,JSTOR,"LJ Arrington - Dialogue: A Journal of Mormon Thought, 1981 - JSTOR",7,"https://scholar.google.com/scholar?cites=3285247464418260834&as_sdt=5,45&sciodt=0,45&hl=en","The CHALLENGE of writing religious history is an old one. 1 The ancient Hebrews incorporated history into their scriptures, and Luke the physician is but one of the historians …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en",Church of Jesus Christ of Latter‐Day Saints,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781444324082#page=521,DJ Whittaker,,BOOK,2010,Wiley,Library,"DJ Whittaker - The Blackwell companion to religion in America, 2010 - Wiley Online Library",3,"https://scholar.google.com/scholar?cites=2628987007593230304&as_sdt=5,45&sciodt=0,45&hl=en","Officially organized in western New York on April 6, 1830, the Church of Jesus Christ of Latter-day Saints (commonly called the Mormon Church) has grown to become the fourth …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en", Violence across the Land: Vigilantism and Extralegal Justice in the Utah Territory,https://scholarsarchive.byu.edu/cgi/viewcontent.cgi?article=3484&context=etd,SK Thomas,,THESIS/DISSERTATION,2010,Brigham Young University,search.proquest.com,SK Thomas - 2010 - search.proquest.com,2,"https://scholar.google.com/scholar?cites=10690574136233852488&as_sdt=5,45&sciodt=0,45&hl=en","For years historians of the American West have overlooked Utah when dealing with the subject of extrajudicial violence, while researchers of Mormonism have misread the …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en", Utah History: Retrospect and Prospect,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/40/4/342/207633,SG Ellsworth,,ARTICLE,1972,Utah Historical Quarterly,scholarlypublishingcollective.org,"SG Ellsworth - Utah Historical Quarterly, 1972 - scholarlypublishingcollective.org",2,"https://scholar.google.com/scholar?cites=7806656591332621072&as_sdt=5,45&sciodt=0,45&hl=en","where we ought to be going. Th than give a bibliographical histo general outline, with a few re suggestions, in the hope that th It is said that a typical societ treating its past. First is the pe …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en", The evolution of treatment of the Latter-day Saint past,https://ensignpeakfoundation.org/wp-content/uploads/2013/03/The-Evolution-of-Treatment-of-the-Latter-day-Saint-Past.pdf,EL Lyman,,ARTICLE,2010,Mormon Historical Studies,ensignpeakfoundation.org,"EL Lyman - Mormon Historical Studies, 2010 - ensignpeakfoundation.org",1,"https://scholar.google.com/scholar?cites=6081575020713708361&as_sdt=5,45&sciodt=0,45&hl=en","Recently, the leading authorities of The Church of Jesus Christ of Latterday Saints have encouraged a more concerted effort to fully document and clarify one of the most tragic and …"
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en",Neither Poet nor Prophet: S. George Ellsworth and the History of Utah,https://www.jstor.org/stable/10.5406/utahhistquar.83.1.0006,RE Parson,,ARTICLE,2015,Utah Historical Quarterly,JSTOR,"RE Parson - Utah Historical Quarterly, 2015 - JSTOR",1,"https://scholar.google.com/scholar?cites=4068114913266675399&as_sdt=5,45&sciodt=0,45&hl=en",S. George Ellsworth occasionally proclaimed that as a professor at Utah State University (USU) he felt privileged to have taught the history of all three of the world's great cultures …
G0091,Hubert Howe Bancroft and the History of Utah,"https://scholar.google.com/scholar?cites=4012882014687891087&as_sdt=5,45&sciodt=0,45&hl=en", Restless Pilgrim: Andrew Jenson's Quest for Latter-day Saint History,https://books.google.com/books?hl=en&lr=&id=AdlYEAAAQBAJ&oi=fnd&pg=PT7&ots=X7YOf50ThB&sig=8afDpqmVnX-xCJxfF1_B_L3JZrQ,RL Neilson,,BOOK,2022,University of Illinois Press,books.google.com,"RL Neilson, SD Marianno - 2022 - books.google.com",No citation count,https://scholar.google.comNo citation count,Andrew Jenson undertook a lifelong quest to render the LDS historical record complete and comprehensive. As Assistant Church Historian of The Church of Jesus Christ of Latter-day …
G0092,The Pony Express,"https://scholar.google.com/scholar?cites=5877783129144489101&as_sdt=5,45&sciodt=0,45&hl=en"," Simpson Springs Station: Historical Archaeology in Western Utah, 1974-1975",https://books.google.com/books?hl=en&lr=&id=PB75s0lADFIC&oi=fnd&pg=PP25&ots=8LDCPP3KFU&sig=aoqa1NCtlswm4_rsNl66X2lGWRQ,DL Berge,,BOOK,1980,Bureau of Land Management Utah,books.google.com,DL Berge - 1980 - books.google.com,24,"https://scholar.google.com/scholar?cites=13244875865449646260&as_sdt=5,45&sciodt=0,45&hl=en",The Bureau of Land Management has for several years been interested in developing the Pony Express Trail in western Utah. The present project at Simpson Springs took place …
G0092,The Pony Express,"https://scholar.google.com/scholar?cites=5877783129144489101&as_sdt=5,45&sciodt=0,45&hl=en", Saddles and spurs: the Pony Express saga,https://books.google.com/books?hl=en&lr=&id=_5xz6d9W5AoC&oi=fnd&pg=PA1&ots=ni-TEji9CA&sig=Q7rJwZDbS_Bh6nlys6mnM9mBqUE,RW Settle,,BOOK,1955,University of Nebraska Press,books.google.com,RW Settle - 1955 - books.google.com,23,"https://scholar.google.com/scholar?cites=12965855560500629563&as_sdt=5,45&sciodt=0,45&hl=en","The story of the Pony Express, which carried transcontinental mail from April 3, 1860 to October 24, 1861, is one of the most invigorating and satisfying episodes in American …"
G0094,Royal Blood of the Utes,"https://scholar.google.com/scholar?cites=15794792517888747755&as_sdt=5,45&sciodt=0,45&hl=en", Mormons and Native Americans: A historical and bibliographical introduction,https://scholarlypublishingcollective.org/uip/dial/article-pdf/18/4/33/1243720/45225400.pdf,DJ Whittaker,,ARTICLE,1985,Dialogue: A Journal of Mormon Thought,scholarlypublishingcollective.org,"DJ Whittaker - Dialogue: A Journal of Mormon …, 1985 - scholarlypublishingcollective.org",32,"https://scholar.google.com/scholar?cites=2272332660115273798&as_sdt=5,45&sciodt=0,45&hl=en","Introduction homas O'Dea (1957, 256) pointed out that Mormons have thought of native Americans from two perspectives. Theologically, their missionary work demanded that the …"
G0094,Royal Blood of the Utes,"https://scholar.google.com/scholar?cites=15794792517888747755&as_sdt=5,45&sciodt=0,45&hl=en", Saints or Sinners? The Evolving Perceptions of Mormon-Indian Relations in Utah Historiography,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/72/1/19/205836,S Jones,,ARTICLE,2004,Utah Historical Quarterly,scholarlypublishingcollective.org,"S Jones - Utah Historical Quarterly, 2004 - scholarlypublishingcollective.org",13,"https://scholar.google.com/scholar?cites=16514593509534243920&as_sdt=5,45&sciodt=0,45&hl=en","UTAH HISTORICAL QUARTERLY tion between the two warring tribes of white men: the more friendly"" Mormonees"" and the often deceptive and abusive American"" Mericats."" 2 …"
G0094,Royal Blood of the Utes,"https://scholar.google.com/scholar?cites=15794792517888747755&as_sdt=5,45&sciodt=0,45&hl=en", The Walker War Reconsidered,https://scholarsarchive.byu.edu/cgi/viewcontent.cgi?article=3460&context=etd,RE Wimmer,,THESIS/DISSERTATION,2010,Brigham Young University,search.proquest.com,RE Wimmer - 2010 - search.proquest.com,2,"https://scholar.google.com/scholar?cites=7640168948935183220&as_sdt=5,45&sciodt=0,45&hl=en","Abstract In July of 1853, Chief Wakara's band of Utes clashed in a series of violent confrontations with the Mormon settlers. This conflict is known as the Walker War. Many …"
G0094,Royal Blood of the Utes,"https://scholar.google.com/scholar?cites=15794792517888747755&as_sdt=5,45&sciodt=0,45&hl=en"," A History of the Education of the Ute Indians, 1847-1905",https://search.proquest.com/openview/8374fd108ccf36916ca081f30d5a8070/1?pq-origsite=gscholar&cbl=18750&diss=y,LW Reid,,THESIS/DISSERTATION,1972,University of Utah,search.proquest.com,LW Reid - 1972 - search.proquest.com,1,"https://scholar.google.com/scholar?cites=13158196397389319669&as_sdt=5,45&sciodt=0,45&hl=en",Summary....................................................... 25 iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. Chapter Page III. EARLY UTE …
G0100,A TERRITORIAL MILITIAMAN IN THE UTAH WAR JOURNAL OF NEWTON TUTTLE,"https://scholar.google.com/scholar?cites=10324859825163332116&as_sdt=5,45&sciodt=0,45&hl=en", The Nauvoo Legion and the Prevention of the Utah War,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/72/4/300/203336,BJ Metcalf,,ARTICLE,2004,Utah Historical Quarterly,scholarlypublishingcollective.org,"BJ Metcalf - Utah Historical Quarterly, 2004 - scholarlypublishingcollective.org",6,"https://scholar.google.com/scholar?cites=4240592757842089397&as_sdt=5,45&sciodt=0,45&hl=en","In Army launched officials the to spring in the an the territory expedition of territory 1857, of and newly Utah. of considered nearly Buchanan elected one-third it president necessary …"
G0101,"Report of Lieut. Col. P. St. George Cooke of His March From Santa Fe, New Mexico, to San Diego, Upper California","https://scholar.google.com/scholar?cites=3997725373364204159&as_sdt=5,45&sciodt=0,45&hl=en",From the Mississippi to the Pacific: An Englishman in the Mormon Battalion,https://www.jstor.org/stable/40167153,DB Gracy,,ARTICLE,1965,Arizona and the West,JSTOR,"DB Gracy, HJH Rugeley - Arizona and the West, 1965 - JSTOR",6,"https://scholar.google.com/scholar?cites=6849315277159998718&as_sdt=5,45&sciodt=0,45&hl=en","During the first days of August of 1 846, a sixteen-year-old Englishman and his"" partner"" happened into Fort Leaven worth, Kansas. Near the fort they found a sprawling array of …"
G0101,"Report of Lieut. Col. P. St. George Cooke of His March From Santa Fe, New Mexico, to San Diego, Upper California","https://scholar.google.com/scholar?cites=3997725373364204159&as_sdt=5,45&sciodt=0,45&hl=en"," Charles A. Scott's Diary of the Utah Expedition, 1857-1861",https://scholarlypublishingcollective.org/uip/uhq/article-abstract/28/2/154/208497,RE Stowers,,ARTICLE,1960,Utah Historical Quarterly,scholarlypublishingcollective.org,"RE Stowers, JM Ellis - Utah Historical Quarterly, 1960 - scholarlypublishingcollective.org",5,"https://scholar.google.com/scholar?cites=6665397131247805959&as_sdt=5,45&sciodt=0,45&hl=en","CHARLES A. SCOTT'S DIARY OF THE UTAH EXPEDITION, 1857-1861 Page 1 CHARLES 
A. SCOTT, 1830-1907 Page 2 This photograph of Scott in later life was ta'en in New Orleans …"
G0101,"Report of Lieut. Col. P. St. George Cooke of His March From Santa Fe, New Mexico, to San Diego, Upper California","https://scholar.google.com/scholar?cites=3997725373364204159&as_sdt=5,45&sciodt=0,45&hl=en", TANNER LECTURE: The Mormons and America's Empires,https://scholarlypublishingcollective.org/uip/jmh/article-abstract/36/2/1/224564,W Nugent,,ARTICLE,2010,Journal of Mormon History,scholarlypublishingcollective.org,"W Nugent - Journal of Mormon History, 2010 - scholarlypublishingcollective.org",4,"https://scholar.google.com/scholar?cites=15617499637717258333&as_sdt=5,45&sciodt=0,45&hl=en","Tanner Lecture this morning. My first and pleasant duty is to thank Kathy Daynes for inviting me. Kathy was a very memorable student in my graduate colloquia at Indiana University"" a …"
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en","Religion, gender, and autonomy: a comparison of two religious women's groups in nursing and hospitals in the late nineteenth and early twentieth centuries","https://journals.lww.com/advancesinnursingscience/Fulltext/1999/09000/Religion,_Gender,_and_Autonomy__A_Comparison_of.3.aspx",ES Marshall,,ARTICLE,1999,Advances in Nursing Science,journals.lww.com,"ES Marshall, BM Wall - Advances in Nursing Science, 1999 - journals.lww.com",22,"https://scholar.google.com/scholar?cites=7611822040870734323&as_sdt=5,45&sciodt=0,45&hl=en","Modern historical research of women and nursing has largely neglected the role of religious groups, particularly in the American frontier. The image of women at the end of the 19th …"
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en", Some social beginnings in territorial Nebraska,https://search.proquest.com/openview/996f5e2b9341a1939ae3bfc0d4a40c32/1?pq-origsite=gscholar&cbl=18750&diss=y,DF Danker,,THESIS/DISSERTATION,1955,University of Nebraska,search.proquest.com,DF Danker - 1955 - search.proquest.com,4,"https://scholar.google.com/scholar?cites=17671247828348412723&as_sdt=5,45&sciodt=0,45&hl=en","An observer standing, a centur ago, at the e dge of one of the high bluffs on the Iova side of the fissouri River right have gazed across that river into the territory of ī ebraska. From that …"
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en",A Widow's Tale: 1884-1896 Diary of Helen Mar Kimball Whitney,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1035&context=usupress_pubs,CM Hatch,,BOOK,2003,Utah State University Press,digitalcommons.usu.edu,"CM Hatch, TM Compton - 2003 - digitalcommons.usu.edu",4,"https://scholar.google.com/scholar?cites=7798785359615360416&as_sdt=5,45&sciodt=0,45&hl=en","Mormon culture has produced during its history an unusual number of historically valuable personal writings. Few such diaries, journals, and memoirs published have provided as rich …"
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en", Divine Duty: Hannah Sorensen and Midwifery in Southeastern Utah,https://scholarlypublishingcollective.org/uip/uhq/article-abstract/65/4/335/203539,RS McPherson,,ARTICLE,1997,Utah Historical Quarterly,scholarlypublishingcollective.org,"RS McPherson, ML Mueller - Utah Historical …, 1997 - scholarlypublishingcollective.org",2,"https://scholar.google.com/scholar?cites=5539551331547305877&as_sdt=5,45&sciodt=0,45&hl=en","As Hannah Sorensen emerged from between the winding walls of Cow Canyon and into the outskirts of Bluff City, Utah, in August 1896, she must have had second thoughts about …"
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en"," Life in a Corner: Cultural Episodes in Southeastern Utah, 1880–1950",https://books.google.com/books?hl=en&lr=&id=V4WyCAAAQBAJ&oi=fnd&pg=PR3&ots=EQlrAQi9Bz&sig=iQEEaMBC1yiAivDF3oM4LVwlHH0,RS McPherson,,BOOK,2015,University of Oklahoma Press,books.google.com,RS McPherson - 2015 - books.google.com,2,"https://scholar.google.com/scholar?cites=15560410174543099748&as_sdt=5,45&sciodt=0,45&hl=en",Community building in the Four Corners area of southeastern Utah required specialized knowledge and a good bit of determination on the part of settlers who wrested a livelihood …
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en"," Murray, Utah, Families in Transition, 1890-1920",https://scholarlypublishingcollective.org/uip/uhq/article-abstract/61/4/339/205297,DL Schirer,,ARTICLE,1993,Utah Historical Quarterly,scholarlypublishingcollective.org,"DL Schirer - Utah Historical Quarterly, 1993 - scholarlypublishingcollective.org",1,"https://scholar.google.com/scholar?cites=7365512923385146501&as_sdt=5,45&sciodt=0,45&hl=en",Utah families at the turn of the century f The 1890s began with the Woodruff Manife polygamy as an accepted practice of the Church ter-day Saints. That set the stage for Utah's …
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en", Postmarked: Kane Iowa 16 [hand stamped black circle],https://scholarlypublishingcollective.org/uip/uhq/article-abstract/25/4/339/209722,F County,,ARTICLE,,Utah Historical Quarterly,scholarlypublishingcollective.org,F County - scholarlypublishingcollective.org,No citation count,https://scholar.google.comNo citation count,"Dear Sister, have you forgotten your sister or is it because she is a mormon in the rocky mountains or have my letters been destroyed by some evil hand that would still persecute …"
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en"," Club women of the three intermountain cities of Denver, Boise and Salt Lake City between 1893 and 1929",https://search.proquest.com/openview/f47b44283afaa1176040386183c85970/1?pq-origsite=gscholar&cbl=18750&diss=y,SS Carver,,THESIS/DISSERTATION,2000,Brigham Young University,search.proquest.com,SS Carver - 2000 - search.proquest.com,No citation count,https://scholar.google.comNo citation count,Abstract The Progressive Era was a time when women's clubs played a major role in their communities. If politics is relabeled to include anything that affects a community or …
G0105,Medicine of the Pioneer Period in Utah,"https://scholar.google.com/scholar?cites=10527210666523063390&as_sdt=5,45&sciodt=0,45&hl=en"," Delegate John M. Bernhisel, Salt Lake Physician Following the Civil War",https://scholarlypublishingcollective.org/uip/uhq/article-abstract/50/4/354/208165,G BARRETT,,ARTICLE,1982,Utah Historical Quarterly,scholarlypublishingcollective.org,"G BARRETT - Utah Historical Quarterly, 1982 - scholarlypublishingcollective.org",No citation count,https://scholar.google.comNo citation count,"Born near Loysville, Cumberland County, Pennsylvania, in 1799, John M. Bernhisel, the"" first university-trained physician to embrace Mormonism,"" received his medical degree from …"
G0113,UTAH'S UGLY DUCKLINGS: A PROFILE OF THE SCANDINAVIAN IMMIGRANT,"https://scholar.google.com/scholar?cites=1178174076547725679&as_sdt=5,45&sciodt=0,45&hl=en",An investigation of the frequency of consanguineous marriages among the Mormons and their relatives in the United States,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1716705/pdf/ajhg00407-0031.pdf,CM Woolf,,ARTICLE,1956,American Journal of Human Genetics,ncbi.nlm.nih.gov,"CM Woolf, FE Stephens, DD Mulaik… - American Journal of …, 1956 - ncbi.nlm.nih.gov",51,"https://scholar.google.com/scholar?cites=7228234504392948347&as_sdt=5,45&sciodt=0,45&hl=en",INFORMATION ON THE FREQUENCY of consanguineous marriages in human populations is of interest to geneticists for several reasons. Much has been written on the potential value …
G0113,UTAH'S UGLY DUCKLINGS: A PROFILE OF THE SCANDINAVIAN IMMIGRANT,"https://scholar.google.com/scholar?cites=1178174076547725679&as_sdt=5,45&sciodt=0,45&hl=en","Incidence of congenital malformations among live births in Salt Lake City, Utah, 1951–1961",https://www.tandfonline.com/doi/pdf/10.1080/19485565.1969.9987830,CM Woolf,,ARTICLE,1969,Social Biology,Francis,"CM Woolf, JA Turner - Social Biology, 1969 - Taylor & Francis",19,"https://scholar.google.com/scholar?cites=16376623775098210351&as_sdt=5,45&sciodt=0,45&hl=en","In 1960, studies were initiated to determine the etiological importance of genetic and certain nongenetic factors for various congenital malformations in the state of Utah. The results of …"
G0113,UTAH'S UGLY DUCKLINGS: A PROFILE OF THE SCANDINAVIAN IMMIGRANT,"https://scholar.google.com/scholar?cites=1178174076547725679&as_sdt=5,45&sciodt=0,45&hl=en",A genetic study of spina bifida cystica in Utah,https://www.tandfonline.com/doi/pdf/10.1080/19485565.1975.9988169,CM Woolf,,ARTICLE,1975,Social Biology,Francis,"CM Woolf - Social Biology, 1975 - Taylor & Francis",5,"https://scholar.google.com/scholar?cites=1901362954571521998&as_sdt=5,45&sciodt=0,45&hl=en","MATERIALS AND METHODS Because spina bifida cystica is relatively infrequent in Utah and the total population of Utah is only about a million, it was not feasible to obtain a large …"
G0113,UTAH'S UGLY DUCKLINGS: A PROFILE OF THE SCANDINAVIAN IMMIGRANT,"https://scholar.google.com/scholar?cites=1178174076547725679&as_sdt=5,45&sciodt=0,45&hl=en",Mormons in the Nordic Region,https://link.springer.com/chapter/10.1007/978-3-030-52616-0_20,"<a href=""/citations?user=TvlxVUwAAAAJ&amp;hl=en&amp;oi=sra"">JK Allen</a>",https://scholar.google.com/citations?user=TvlxVUwAAAAJ&hl=en&oi=sra,BOOK CHAPTER,2020,Springer,Springer,"JK Allen, KB Östman - The Palgrave Handbook of Global Mormonism, 2020 - Springer",No citation count,https://scholar.google.comNo citation count,"Despite its present reputation as one of the most secular parts of the world, the Nordic region of Europe—comprised of Denmark, Norway, Sweden, Finland, Iceland, Greenland, and the …"
G0114,Report of an Expedition to Locate Utah's First Capitol,"https://scholar.google.com/scholar?cites=13480750735853289455&as_sdt=5,45&sciodt=0,45&hl=en", Instant cities: Urbanization and the rise of San Francisco and Denver,https://books.google.com/books?hl=en&lr=&id=0zYITx9wIO0C&oi=fnd&pg=PR21&ots=tInoc7PCHv&sig=6-IL09sZzyOXKsoO-X73mYeE0PE,GP Barth,,BOOK,1975,Oxford University Press,books.google.com,GP Barth - 1975 - books.google.com,258,"https://scholar.google.com/scholar?cites=15090923850047284407&as_sdt=5,45&sciodt=0,45&hl=en","Page 1 GUNTHER BARTH -vf ^vs URBANIZ, „„ )F SAN FRANC iflT' ti« Page 2 INSTANT CITIES 
Page 3 THE URBAN LIFE IN AMERICA SERIES RICHARD C. WADE, GENERAL EDITOR …"
G0114,Report of an Expedition to Locate Utah's First Capitol,"https://scholar.google.com/scholar?cites=13480750735853289455&as_sdt=5,45&sciodt=0,45&hl=en",Presettlement vegetation and vegetational change in three valleys in central Utah,https://scholarsarchive.byu.edu/cgi/viewcontent.cgi?article=1017&context=byuscib,EM Christensen,,ARTICLE,1964,Brigham Young University Science Bulletin,scholarsarchive.byu.edu,"EM Christensen, HB Johnson - Brigham Young …, 1964 - scholarsarchive.byu.edu",46,"https://scholar.google.com/scholar?cites=7630180463631048336&as_sdt=5,45&sciodt=0,45&hl=en","Historical information, survey records, and relict vegetation were used as sources of data for determining the nature of the presettlement vegetation of Pavant, Round, and Juab Valleys …"
